Batch Number: 1,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,Batch Time,C1-1,C1-2,C1-3,C2-2,C3-3,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.107882,,,,,,,,,,,,,,,,,
C1-2,0.054778,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.810988,,,,,,,,,,,,,,,,,
C3-3,1.925659,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 68,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.648293,#NAME?,0.648293,#NAME?,,,,,,,,,,,,
Component1,46,0.091919,1.175811,14.206713,1.175811,1.305871,,,,,,,,,,,,
Component2,6,0.011989,1.78766,148.511858,1.78766,1.780578,,,,,,,,,,,,
Component3,4,0.007993,1.642813,216.622384,1.642813,1.731458,,,,,,,,,,,,
Part1,38,0.075933,0.344329,4.534624,0.344329,0.344329,,,,,,,,,,,,
Part2,6,0.011989,0.168128,14.022957,0.168128,0.168128,,,,,,,,,,,,
Part3,3,0.005995,0.03307,5.516551,0.03307,0.03307,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.98892,,,,,,,,,,,,,,,,
Inspector2,0.639277,0.349643,,,,,,,,,,,,,,,,
Worker1,0.653183,0.335737,,,,,,,,,,,,,,,,
Worker2,0.820792,0.168128,,,,,,,,,,,,,,,,
Worker3,0.95585,0.03307,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.13006,,,,,,,,,,,,,,,,,
C1-2,0.109308,,,,,,,,,,,,,,,,,
C1-3,0.071659,,,,,,,,,,,,,,,,,
C2-2,1.611986,,,,,,,,,,,,,,,,,
C3-3,1.535581,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 69,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.666398,#NAME?,0.666398,#NAME?,,,,,,,,,,,,
Component1,42,0.082989,1.021913,13.038084,1.021913,1.082013,,,,,,,,,,,,
Component2,4,0.007904,2.117516,256.315692,2.117516,2.025838,,,,,,,,,,,,
Component3,0,0,1.998265,#NAME?,1.998265,#NAME?,,,,,,,,,,,,
Part1,38,0.075085,0.284681,3.791448,0.284681,0.284681,,,,,,,,,,,,
Part2,3,0.005928,0.109321,18.442248,0.109321,0.109321,,,,,,,,,,,,
Part3,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999132,,,,,,,,,,,,,,,,
Inspector2,0.786449,0.212684,,,,,,,,,,,,,,,,
Worker1,0.707945,0.291187,,,,,,,,,,,,,,,,
Worker2,0.889811,0.109321,,,,,,,,,,,,,,,,
Worker3,0.999132,0,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.0601,,,,,,,,,,,,,,,,,
C1-2,0.028639,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,1.904832,,,,,,,,,,,,,,,,,
C3-3,1.998265,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 70,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.649882,#NAME?,0.649882,#NAME?,,,,,,,,,,,,
Component1,45,0.089512,0.98788,11.879872,0.98788,1.063395,,,,,,,,,,,,
Component2,0,0,1.464203,inf,1.464203,#NAME?,,,,,,,,,,,,
Component3,1,0.001989,2.022003,23.247634,2.022003,0.046243,,,,,,,,,,,,
Part1,43,0.085534,0.331424,3.874768,0.331424,0.331424,,,,,,,,,,,,
Part2,2,0.003978,0.049903,12.543607,0.049903,0.049903,,,,,,,,,,,,
Part3,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.98788,,,,,,,,,,,,,,,,
Inspector2,0.941637,0.046243,,,,,,,,,,,,,,,,
Worker1,0.653826,0.334054,,,,,,,,,,,,,,,,
Worker2,0.937977,0.049903,,,,,,,,,,,,,,,,
Worker3,0.98788,0,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.075515,,,,,,,,,,,,,,,,,
C1-2,0,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,1.464203,,,,,,,,,,,,,,,,,
C3-3,1.97576,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 71,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.504088,#NAME?,0.504088,#NAME?,,,,,,,,,,,,
Component1,48,0.09595,1.407157,16.435956,1.407157,1.577022,,,,,,,,,,,,
Component2,5,0.009995,0.954185,131.005156,0.954185,1.309363,,,,,,,,,,,,
Component3,5,0.009995,1.892769,555.649036,1.892769,5.553569,,,,,,,,,,,,
Part1,39,0.077959,0.474519,6.08678,0.474519,0.474519,,,,,,,,,,,,
Part2,4,0.007996,0.201222,25.166006,0.201222,0.201222,,,,,,,,,,,,
Part3,5,0.009995,0.125371,12.54373,0.125371,0.125371,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.994555,,,,,,,,,,,,,,,,
Inspector2,0.378467,0.616088,,,,,,,,,,,,,,,,
Worker1,0.520036,0.474519,,,,,,,,,,,,,,,,
Worker2,0.793333,0.201222,,,,,,,,,,,,,,,,
Worker3,0.869184,0.125371,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.169866,,,,,,,,,,,,,,,,,
C1-2,0.400905,,,,,,,,,,,,,,,,,
C1-3,0.011697,,,,,,,,,,,,,,,,,
C2-2,0.655419,,,,,,,,,,,,,,,,,
C3-3,1.575447,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 72,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.727915,#NAME?,0.727915,#NAME?,,,,,,,,,,,,
Component1,41,0.081767,1.599007,20.222851,1.599007,1.65357,,,,,,,,,,,,
Component2,1,0.001994,0.590429,428.954016,0.590429,0.855475,,,,,,,,,,,,
Component3,2,0.003989,2.093256,558.026487,2.093256,2.225775,,,,,,,,,,,,
Part1,37,0.07379,0.266807,3.615751,0.266807,0.266807,,,,,,,,,,,,
Part2,3,0.005983,0.008621,1.440935,0.008621,0.008621,,,,,,,,,,,,
Part3,2,0.003989,0.028373,7.113372,0.028373,0.028373,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999475,,,,,,,,,,,,,,,,
Inspector2,0.883716,0.115759,,,,,,,,,,,,,,,,
Worker1,0.732669,0.266807,,,,,,,,,,,,,,,,
Worker2,0.990854,0.008621,,,,,,,,,,,,,,,,
Worker3,0.971103,0.028373,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.054563,,,,,,,,,,,,,,,,,
C1-2,0.574955,,,,,,,,,,,,,,,,,
C1-3,0.015111,,,,,,,,,,,,,,,,,
C2-2,0.578758,,,,,,,,,,,,,,,,,
C3-3,1.989168,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 73,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.79228,#NAME?,0.79228,#NAME?,,,,,,,,,,,,
Component1,50,0.097968,1.606686,10.461538,1.606686,1.024892,,,,,,,,,,,,
Component2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Component3,0,0,1.994427,#NAME?,1.994427,#NAME?,,,,,,,,,,,,
Part1,48,0.094049,0.206446,2.195094,0.206446,0.206446,,,,,,,,,,,,
Part2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Part3,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.997213,,,,,,,,,,,,,,,,
Inspector2,0.997213,0,,,,,,,,,,,,,,,,
Worker1,0.790767,0.206446,,,,,,,,,,,,,,,,
Worker2,0.997213,0,,,,,,,,,,,,,,,,
Worker3,0.997213,0,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.036977,,,,,,,,,,,,,,,,,
C1-2,0.618772,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.994427,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 74,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.793958,#NAME?,0.793958,#NAME?,,,,,,,,,,,,
Component1,46,0.09149,1.960983,11.040003,1.960983,1.010047,,,,,,,,,,,,
Component2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Component3,1,0.001989,2.034889,1081.634017,2.034889,2.151269,,,,,,,,,,,,
Part1,46,0.09149,0.182554,1.995353,0.182554,0.182554,,,,,,,,,,,,
Part2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Part3,1,0.001989,0.02616,13.153015,0.02616,0.02616,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.979369,,,,,,,,,,,,,,,,
Inspector2,0.903219,0.07615,,,,,,,,,,,,,,,,
Worker1,0.796815,0.182554,,,,,,,,,,,,,,,,
Worker2,0.979369,0,,,,,,,,,,,,,,,,
Worker3,0.953209,0.02616,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.028433,,,,,,,,,,,,,,,,,
C1-2,0.979369,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.958739,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 75,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.632108,#NAME?,0.632108,#NAME?,,,,,,,,,,,,
Component1,43,0.085317,1.469728,36.887022,1.469728,3.147086,,,,,,,,,,,,
Component2,1,0.001984,0.002761,1.391714,0.002761,0.002761,,,,,,,,,,,,
Component3,1,0.001984,2.070931,1337.343767,2.070931,2.653442,,,,,,,,,,,,
Part1,42,0.083333,0.323565,3.882803,0.323565,0.323565,,,,,,,,,,,,
Part2,1,0.001984,0.001767,0.890697,0.001767,0.001767,,,,,,,,,,,,
Part3,1,0.001984,0.01382,6.965281,0.01382,0.01382,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.994467,,,,,,,,,,,,,,,,
Inspector2,0.909708,0.084759,,,,,,,,,,,,,,,,
Worker1,0.670902,0.323565,,,,,,,,,,,,,,,,
Worker2,0.992699,0.001767,,,,,,,,,,,,,,,,
Worker3,0.980647,0.01382,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.073757,,,,,,,,,,,,,,,,,
C1-2,0.449548,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.988933,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 76,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.482538,#NAME?,0.482538,#NAME?,,,,,,,,,,,,
Component1,51,0.10103,1.024573,12.7255,1.024573,1.285651,,,,,,,,,,,,
Component2,6,0.011886,1.354494,83.37934,1.354494,0.991033,,,,,,,,,,,,
Component3,3,0.005943,2.105518,453.09091,2.105518,2.69268,,,,,,,,,,,,
Part1,43,0.085182,0.502626,5.900625,0.502626,0.502626,,,,,,,,,,,,
Part2,4,0.007924,0.071736,9.053089,0.071736,0.071736,,,,,,,,,,,,
Part3,3,0.005943,0.096141,16.17741,0.096141,0.096141,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.99207,,,,,,,,,,,,,,,,
Inspector2,0.738561,0.253508,,,,,,,,,,,,,,,,
Worker1,0.489444,0.502626,,,,,,,,,,,,,,,,
Worker2,0.920334,0.071736,,,,,,,,,,,,,,,,
Worker3,0.895929,0.096141,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.261079,,,,,,,,,,,,,,,,,
C1-2,0.051545,,,,,,,,,,,,,,,,,
C1-3,0.008866,,,,,,,,,,,,,,,,,
C2-2,1.227574,,,,,,,,,,,,,,,,,
C3-3,1.978929,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 77,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.68128,#NAME?,0.68128,#NAME?,,,,,,,,,,,,
Component1,42,0.083934,1.302553,12.41977,1.302553,1.042436,,,,,,,,,,,,
Component2,0,0,0.966863,inf,0.966863,#NAME?,,,,,,,,,,,,
Component3,2,0.003997,2.053129,656.582485,2.053129,2.624253,,,,,,,,,,,,
Part1,37,0.073941,0.258907,3.501508,0.258907,0.258907,,,,,,,,,,,,
Part2,2,0.003997,0.009576,2.395947,0.009576,0.009576,,,,,,,,,,,,
Part3,2,0.003997,0.043978,11.003164,0.043978,0.043978,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.990402,,,,,,,,,,,,,,,,
Inspector2,0.812265,0.178137,,,,,,,,,,,,,,,,
Worker1,0.742545,0.247857,,,,,,,,,,,,,,,,
Worker2,0.980826,0.009576,,,,,,,,,,,,,,,,
Worker3,0.946424,0.043978,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.052034,,,,,,,,,,,,,,,,,
C1-2,0.312151,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.966863,,,,,,,,,,,,,,,,,
C3-3,1.874992,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 78,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.619083,#NAME?,0.619083,#NAME?,,,,,,,,,,,,
Component1,49,0.095009,1.575989,21.953612,1.575989,2.085796,,,,,,,,,,,,
Component2,2,0.003878,0.030532,7.873251,0.030532,0.030532,,,,,,,,,,,,
Component3,3,0.005817,2.132044,285.734046,2.132044,1.662084,,,,,,,,,,,,
Part1,45,0.087253,0.430551,4.93449,0.430551,0.430551,,,,,,,,,,,,
Part2,2,0.003878,0.01954,5.03888,0.01954,0.01954,,,,,,,,,,,,
Part3,3,0.005817,0.082275,14.14409,0.082275,0.082275,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999233,,,,,,,,,,,,,,,,
Inspector2,0.755137,0.244095,,,,,,,,,,,,,,,,
Worker1,0.557961,0.441272,,,,,,,,,,,,,,,,
Worker2,0.979692,0.01954,,,,,,,,,,,,,,,,
Worker3,0.916958,0.082275,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.206943,,,,,,,,,,,,,,,,,
C1-2,0.576756,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.91848,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 79,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.474533,#NAME?,0.474533,#NAME?,,,,,,,,,,,,
Component1,52,0.102629,1.375993,15.065814,1.375993,1.546194,,,,,,,,,,,,
Component2,7,0.013815,1.149821,80.596272,1.149821,1.113477,,,,,,,,,,,,
Component3,5,0.009868,1.879997,228.658367,1.879997,2.256447,,,,,,,,,,,,
Part1,43,0.084867,0.46562,5.486499,0.46562,0.46562,,,,,,,,,,,,
Part2,5,0.009868,0.059896,6.069545,0.059896,0.059896,,,,,,,,,,,,
Part3,5,0.009868,0.099556,10.08855,0.099556,0.099556,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.968936,,,,,,,,,,,,,,,,
Inspector2,0.758963,0.209974,,,,,,,,,,,,,,,,
Worker1,0.503316,0.46562,,,,,,,,,,,,,,,,
Worker2,0.909041,0.059896,,,,,,,,,,,,,,,,
Worker3,0.86938,0.099556,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.170201,,,,,,,,,,,,,,,,,
C1-2,0.394977,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,1.003218,,,,,,,,,,,,,,,,,
C3-3,1.816626,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 80,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.599414,#NAME?,0.599414,#NAME?,,,,,,,,,,,,
Component1,42,0.083125,1.348457,17.344973,1.348457,1.441797,,,,,,,,,,,,
Component2,1,0.001979,0.642576,343.085637,0.642576,0.679022,,,,,,,,,,,,
Component3,2,0.003958,2.087709,594.8253,2.087709,2.35451,,,,,,,,,,,,
Part1,36,0.07125,0.388539,5.453189,0.388539,0.388539,,,,,,,,,,,,
Part2,3,0.005937,0.046481,7.828371,0.046481,0.046481,,,,,,,,,,,,
Part3,2,0.003958,0.018708,4.72635,0.018708,0.018708,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.986783,,,,,,,,,,,,,,,,
Inspector2,0.85318,0.133604,,,,,,,,,,,,,,,,
Worker1,0.598245,0.388539,,,,,,,,,,,,,,,,
Worker2,0.940303,0.046481,,,,,,,,,,,,,,,,
Worker3,0.968075,0.018708,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.093339,,,,,,,,,,,,,,,,,
C1-2,0.373788,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.623114,,,,,,,,,,,,,,,,,
C3-3,1.973567,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 81,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.591249,#NAME?,0.591249,#NAME?,,,,,,,,,,,,
Component1,50,0.099327,1.802841,19.306923,1.802841,1.917701,,,,,,,,,,,,
Component2,3,0.00596,0.42396,30.709414,0.42396,0.183017,,,,,,,,,,,,
Component3,5,0.009933,1.619662,186.094585,1.619662,1.848424,,,,,,,,,,,,
Part1,44,0.087408,0.372854,4.265684,0.372854,0.372854,,,,,,,,,,,,
Part2,1,0.001987,0.095811,48.230135,0.095811,0.095811,,,,,,,,,,,,
Part3,5,0.009933,0.064699,6.513724,0.064699,0.064699,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.989542,,,,,,,,,,,,,,,,
Inspector2,0.68088,0.308662,,,,,,,,,,,,,,,,
Worker1,0.624266,0.365275,,,,,,,,,,,,,,,,
Worker2,0.89373,0.095811,,,,,,,,,,,,,,,,
Worker3,0.924843,0.064699,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.11486,,,,,,,,,,,,,,,,,
C1-2,0.710544,,,,,,,,,,,,,,,,,
C1-3,0.102756,,,,,,,,,,,,,,,,,
C2-2,0.240943,,,,,,,,,,,,,,,,,
C3-3,1.485624,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 82,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.595587,#NAME?,0.595587,#NAME?,,,,,,,,,,,,
Component1,48,0.095456,1.537894,12.700394,1.537894,1.212327,,,,,,,,,,,,
Component2,1,0.001989,0.783371,515.205721,0.783371,1.024571,,,,,,,,,,,,
Component3,4,0.007955,2.012264,191.193837,2.012264,1.520882,,,,,,,,,,,,
Part1,41,0.081535,0.423238,5.190863,0.423238,0.423238,,,,,,,,,,,,
Part2,3,0.005966,0.038006,6.37043,0.038006,0.038006,,,,,,,,,,,,
Part3,4,0.007955,0.041749,5.248386,0.041749,0.041749,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.993264,,,,,,,,,,,,,,,,
Inspector2,0.892576,0.100688,,,,,,,,,,,,,,,,
Worker1,0.562439,0.430825,,,,,,,,,,,,,,,,
Worker2,0.955258,0.038006,,,,,,,,,,,,,,,,
Worker3,0.951515,0.041749,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.151941,,,,,,,,,,,,,,,,,
C1-2,0.51902,,,,,,,,,,,,,,,,,
C1-3,0.010674,,,,,,,,,,,,,,,,,
C2-2,0.757334,,,,,,,,,,,,,,,,,
C3-3,1.946016,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 83,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.665477,#NAME?,0.665477,#NAME?,,,,,,,,,,,,
Component1,45,0.089475,1.657201,25.063561,1.657201,2.242565,,,,,,,,,,,,
Component2,3,0.005965,0.341882,21.381507,0.341882,0.127541,,,,,,,,,,,,
Component3,4,0.007953,2.012585,220.940407,2.012585,1.757215,,,,,,,,,,,,
Part1,40,0.079533,0.338292,4.253455,0.338292,0.338292,,,,,,,,,,,,
Part2,2,0.003977,0.037014,9.307713,0.037014,0.037014,,,,,,,,,,,,
Part3,4,0.007953,0.046716,5.873801,0.046716,0.046716,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.994333,,,,,,,,,,,,,,,,
Inspector2,0.561972,0.432361,,,,,,,,,,,,,,,,
Worker1,0.656041,0.338292,,,,,,,,,,,,,,,,
Worker2,0.957319,0.037014,,,,,,,,,,,,,,,,
Worker3,0.947617,0.046716,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.107935,,,,,,,,,,,,,,,,,
C1-2,0.668519,,,,,,,,,,,,,,,,,
C1-3,0.008255,,,,,,,,,,,,,,,,,
C2-2,0.214341,,,,,,,,,,,,,,,,,
C3-3,1.707765,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 84,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.504131,#NAME?,0.504131,#NAME?,,,,,,,,,,,,
Component1,61,0.121904,1.519037,14.141596,1.519037,1.723921,,,,,,,,,,,,
Component2,4,0.007994,0.5413,94.665524,0.5413,0.75673,,,,,,,,,,,,
Component3,3,0.005995,2.031229,468.147197,2.031229,2.806678,,,,,,,,,,,,
Part1,50,0.099922,0.494085,4.94473,0.494085,0.494085,,,,,,,,,,,,
Part2,5,0.009992,0.110637,11.072411,0.110637,0.110637,,,,,,,,,,,,
Part3,4,0.007994,0.114393,14.310405,0.114393,0.114393,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.994138,,,,,,,,,,,,,,,,
Inspector2,0.807078,0.18706,,,,,,,,,,,,,,,,
Worker1,0.500136,0.494003,,,,,,,,,,,,,,,,
Worker2,0.883501,0.110637,,,,,,,,,,,,,,,,
Worker3,0.879745,0.114393,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.205673,,,,,,,,,,,,,,,,,
C1-2,0.515011,,,,,,,,,,,,,,,,,
C1-3,0.010922,,,,,,,,,,,,,,,,,
C2-2,0.438491,,,,,,,,,,,,,,,,,
C3-3,1.944553,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 85,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.702267,#NAME?,0.702267,#NAME?,,,,,,,,,,,,
Component1,29,0.057965,1.104486,19.628878,1.104486,1.137784,,,,,,,,,,,,
Component2,2,0.003998,0.863253,24.202621,0.863253,0.096752,,,,,,,,,,,,
Component3,3,0.005996,1.979553,43.784204,1.979553,0.262546,,,,,,,,,,,,
Part1,28,0.055966,0.254047,4.539313,0.254047,0.254047,,,,,,,,,,,,
Part2,1,0.001999,0.029721,14.869573,0.029721,0.029721,,,,,,,,,,,,
Part3,2,0.003998,0.030444,7.615596,0.030444,0.030444,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999215,,,,,,,,,,,,,,,,
Inspector2,0.720373,0.278842,,,,,,,,,,,,,,,,
Worker1,0.745085,0.25413,,,,,,,,,,,,,,,,
Worker2,0.969494,0.029721,,,,,,,,,,,,,,,,
Worker3,0.968771,0.030444,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.032509,,,,,,,,,,,,,,,,,
C1-2,0.088971,,,,,,,,,,,,,,,,,
C1-3,0.014474,,,,,,,,,,,,,,,,,
C2-2,0.766501,,,,,,,,,,,,,,,,,
C3-3,1.799889,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
